นิวยอร์ก	newˑyɔ̂ɔk
พาณิชยศาสตร์	phaaˑnítˑchaˑyaˑsàat
พาณิชยกรรม	phaaˑnítˑchaˑyaˑkam
พาณิชยการ	phaaˑnítˑchaˑyaˑkaan
พาณิช	phaaˑnít
พาณิชย์	phaaˑnít
พาณี	phaaˑnii
พ่าง	phâaŋ
พาง	phaaŋ
ผ่านฟ้า	phàanˑfáa
ภารดี	phaanˑdii
พ่าน	phâan
ผ่าน	phàan
พาฬ	phaan
พาล	phaan
พาณ	phaan
พาน	phaan
ภาร	phaan
ผ้าไหม	phâaˑmǎy
ผ้ามัดหมี่	phâaˑmátˑmìi
ผ้าม่าน	phâaˑmâan
ภาม	phaam
พาม	phaam
พาลุก	phaaˑlúk
พาโล	phaaˑloo
พาไล	phaaˑlay
ผ่าเหล่า	phàaˑlàw
ผ้าเหลือง	phâaˑlʉ̌aŋ
ผ้าลาย	phâaˑlaay
ภาควิชา	phaakˑwíˑchaa
ภาคอุตสาหกรรม	phâakˑùtˑsǎaˑhaˑkam
ภาคทฤษฎี	phâakˑtrítˑsaˑdii
ภาคทัณฑ์	phâakˑthan
ภาคใต้	phâakˑtây
ภาคตัดกรวย	phâakˑtàtˑkruay
ภาคศึกษา	phâakˑsʉ̀kˑsǎa
ภาคแสดง	phâakˑsaˑdɛɛŋ
ภาคเรียน	phâakˑrian
ภาคฤดูร้อน	phâakˑrʉ́ˑduuˑrɔ́ɔn
ภาครัฐบาล	phâakˑrátˑthaˑbaan
ภาคภูมิใจ	phâakˑphuumˑcay
ภาคภูมิ	phâakˑphuum
ภาคพื้นดิน	phâakˑphʉ́ʉnˑdin
ภาคพื้น	phâakˑphʉ́ʉn
พากเพียร	phâakˑphian
ภาคผนวก	phâakˑphaˑnûak
ภาคพายัพ	phâakˑphaaˑyáp
ภาคปฏิบัติ	phâakˑpaˑtìˑbàt
ภากร	phaaˑkɔɔn
ภาคนิพนธ์	phâakˑníˑphon
พากย์หนัง	phâakˑnǎŋ
ภาคหน้า	phâakˑnâa
ภาคเหนือ	phâakˑnʉ̌a
ภาคอีสาน	phâakˑiiˑsǎan
ผ้าขนหนู	phâaˑkhǒnˑnǔu
ผ้าคลุมเตียง	phâaˑkhlumˑtiaŋ
ผ้าคลุมไหล่	phâaˑkhlumˑlày
ผ้าคลุม	phâaˑkhlum
ภาคินี	phaaˑkhíˑnii
ภาคิไนย	phaaˑkhíˑnay
ผ้าขี้ริ้ว	phâaˑkhîiˑríw
ภาคี	phaaˑkhii
ผ้าขาวม้า	phâaˑkhǎawˑmáa
ภาคเอกชน	phâakˑèekˑkaˑchon
ภาคบังคับ	phâakˑbaŋˑkháp
ผ้ากันเปื้อน	phâaˑkanˑpʉ̂an
ภาค	phâak
ภาคย์	phâak
พากย์	phâak
พากย์	phâak
ผาก	phàak
พาหุรัด	phaaˑhùˑrát
พาหุ	phaaˑhù
ผ้าห่ม	phâaˑhòm
พาเหียร	phaaˑhǐan
พาหนะ	phaaˑhàˑná
พาหา	phaaˑhǎa
พาหะ	phaaˑhà
ภาดร	phaaˑdɔɔn
ผ้าแดง	phâaˑdɛɛŋ
พาชี	phaaˑchii
ผ้าเช็ดตัว	phâaˑchétˑtua
ผ้าเช็ดปาก	phâaˑchétˑpàak
ผ้าเช็ดหน้า	phâaˑchétˑnâa
ผ้าเช็ดมือ	phâaˑchétˑmʉʉ
ภาชนะดินเผา	phâaˑcháˑnáˑdinˑphǎw
ภาชนะ	phâaˑcháˑná
ผา	phǎa
ผ้า	phâa
ผ่า	phàa
ภา	phaa
พา	phaa
เพื่อ	phʉ̂a
เผื่อ	phʉ̀a
แป้ว	pɛ̂w
แป๋ว	pɛ̌w
เป็ดร่อน	pètˑrɔ̂n
เป็ดพะโล้	pètˑpháˑlóo
เป็ด	pèt
แปะโป้ง	pɛ̀ˑpôoŋ
แป๊บเดียว	pɛ́pˑdiaw
เปะปะ	pèˑpà
แป๊บ	pɛ́p
เป็นอยู่	penˑyùu
เป็นยอด	penˑyɔ̂ɔt
เป็นใหญ่เป็นโต	penˑyàyˑpenˑtoo
เป็นใหญ่	penˑyày
เป็นอย่างมาก	penˑyàaŋˑmâak
เป็นเวลายาวนาน	penˑweeˑlaaˑyaawˑnaan
เป็นเวลา	penˑweeˑlaa
เป็นหวัด	penˑwàt
เป็นวรรคเป็นเวร	penˑwákˑpenˑween
เป็นตุเป็นตะ	penˑtùˑpenˑtà
เป็นตัวแทน	penˑtuaˑthɛɛn
เป็นตัวเป็นตน	penˑtuaˑpenˑton
เป็นตัวของตัวเอง	penˑtuaˑkhɔ̌ɔŋˑtuaˑeeŋ
เป็นตัว	penˑtua
เป็นต่อ	penˑtɔ̀ɔ
เป็นต้นว่า	penˑtônˑwâa
เป็นต้นไป	penˑtônˑpay
เป็นต้นเหตุ	penˑtônˑhèet
เป็นต้น	penˑtôn
เป็นทุกข์เป็นร้อน	penˑthúkˑpenˑrɔ́ɔn
เป็นทุกข์	penˑthúk
เป็นโทษ	penˑthôot
เป็นที่ยอมรับ	penˑthîiˑyɔɔmˑráp
เป็นที่ต้องการ	penˑthîiˑtɔ̂ɔŋˑkaan
เป็นที่ตั้ง	penˑthîiˑtâŋ
เป็นที่รู้กันดี	penˑthîiˑrúuˑkanˑdii
เป็นที่รับรู้	penˑthîiˑrápˑrúu
เป็นที่ประทับใจ	penˑthîiˑpràˑthápˑcay
เป็นที่พอใจ	penˑthîiˑphɔɔˑcay
เป็นที่เป็นทาง	penˑthîiˑpenˑthaaŋ
เป็นที่เปิดเผย	penˑthîiˑpə̀ətˑphə̌əy
เป็นที่นิยม	penˑthîiˑníˑyom
เป็นที่คาดหวัง	penˑthîiˑkhâatˑwǎŋ
เป็นที่ดึงดูด	penˑthîiˑdʉŋˑdùut
เป็นที่ชอบใจ	penˑthîiˑchɔ̂ɔpˑcay
เป็นที่ชื่นชอบ	penˑthîiˑchʉ̂ʉnˑchɔ̂ɔp
เป็นแถวเป็นแนว	penˑthɛ̌ɛwˑpenˑnɛɛw
เป็นแถว	penˑthɛ̌ɛw
เป็นไทแก่ตัว	penˑthayˑkɛ̀ɛˑtua
เป็นไท	penˑthay
เป็นธรรมดา	penˑthamˑmaˑdaa
เป็นธรรมชาติ	penˑthamˑmaˑchâat
เป็นธรรม	penˑtham
เป็นตาราง	penˑtaaˑraaŋ
เป็นสุข	penˑsùk
เป็นส่วนใหญ่	penˑsùanˑyày
เป็นโสด	penˑsòot
เป็นสิบๆ	penˑsìpˑsìp
เป็นสนิม	penˑsaˑnǐm
เป็นสำคัญ	penˑsǎmˑkhan
เป็นสมาชิก	penˑsaˑmaaˑchík
เป็นสาวเป็นแส้	penˑsǎawˑpenˑsɛ̂ɛ
เป็นสาวเป็นนาง	penˑsǎawˑpenˑnaaŋ
เป็นสาเหตุ	penˑsǎaˑhèet
เป็นรูปเป็นร่าง	penˑrûupˑpenˑrâaŋ
เป็นร้อยเป็นพัน	penˑrɔ́ɔyˑpenˑphan
เป็นรอง	penˑrɔɔŋ
เป็นระยะๆ	penˑráˑyáˑráˑyá
เป็นระยะ	penˑráˑyá
เป็นไร	penˑray
เป็นเรื่องเป็นราว	penˑrʉ̂aŋˑpenˑraaw
เป็นเรื่อง	penˑrʉ̂aŋ
เป็นระบบ	penˑráˑbòp
เป็นระเบียบเรียบร้อย	penˑráˑbìapˑrîapˑrɔ́ɔy
เป็นระเบียบ	penˑráˑbìap
เป็นรายตัว	penˑraayˑtua
เป็นรายบุคคล	penˑraayˑbùkˑkhon
เป็นปุ่มปม	penˑpùmˑpom
เป็นประโยชน์	penˑpràˑyòot
เป็นประกาย	penˑpràˑkaay
เป็นประจำ	penˑpràˑcam
เป็นปกติ	penˑpòkˑkaˑtì
เป็นปลิดทิ้ง	penˑplìtˑthíŋ
เป็นปึกแผ่น	penˑpʉ̀kˑphɛ̀ɛn
เป็นปี่เป็นขลุ่ย	penˑpìiˑpenˑkhlùy
เป็นผู้ใหญ่	penˑphûuˑyày
เป็นผู้แทน	penˑphûuˑthɛɛn
เป็นผู้เป็นคน	penˑphûuˑpenˑkhon
เป็นพืด	penˑphʉ̂ʉt
เป็นผลเสียหาย	penˑphǒnˑsǐaˑhǎay
เป็นผง	penˑphǒŋ
เป็นผลดี	penˑphǒnˑdii
เป็นผล	penˑphǒn
เป็นพื้น	penˑphʉ́ʉn
เป็นพิษ	penˑphít
เป็นพิเศษ	penˑphíˑsèet
เป็นเพื่อน	penˑphʉ̂an
เป็นพักๆ	penˑphákˑphák
เป็นไปตาม	penˑpayˑtaam
เป็นไปไม่ได้	penˑpayˑmâyˑdây
เป็นไปได้	penˑpayˑdây
เป็นไป	penˑpay
เป็นปากเสียง	penˑpàakˑsǐaŋ
เป็นปากเป็นเสียง	penˑpàakˑpenˑsǐaŋ
เป็นหนึ่งเดียว	penˑnʉ̀ŋˑdiaw
เป็นหนึ่ง	penˑnʉ̀ŋ
เป็นนิตย์	penˑnít
เป็นนิสัย	penˑníˑsǎy
เป็นหนี้เป็นสิน	penˑnîiˑpenˑsǐn
เป็นหนี้บุญคุณ	penˑnîiˑbunˑkhun
เป็นหนี้	penˑnîi
เป็นเงินเป็นทอง	penˑŋənˑpenˑthɔɔŋ
เป็นเงาวับ	penˑŋawˑwáp
เป็นเงาตามตัว	penˑŋawˑtaamˑtua
เป็นเงา	penˑŋaw
เป็นงานเป็นการ	penˑŋaanˑpenˑkaan
เป็นแนว	penˑnɛɛw
เป็นแน่แท้	penˑnɛ̂ɛˑthɛ́ɛ
เป็นแน่	penˑnɛ̂ɛ
เป็นนัย	penˑnay
เป็นน้ำเป็นนวล	penˑnámˑpenˑnuan
เป็นน้ำหนึ่งใจเดียวกัน	penˑnámˑnʉ̀ŋˑcayˑdiawˑkan
เป็นน้ำหนึ่งอันเดียวกัน	penˑnámˑnʉ̀ŋˑanˑdiawˑkan
เป็นน้ำ	penˑnám
เป็นเนื้อเดียวกัน	penˑnʉ́aˑdiawˑkan
เป็นหน้าเป็นตา	penˑnâaˑpenˑtaa
เป็นอื่น	penˑʉ̀ʉn
เป็นหมวดเป็นหมู่	penˑmùatˑpenˑmùu
เป็นมิตร	penˑmít
เป็นแม่นมั่น	penˑmɛ̂ɛnˑmân
เป็นมั่นเป็นเหมาะ	penˑmânˑpenˑmɔ̀
เป็นมั่นเหมาะ	penˑmânˑmɔ̀
เป็นหมัน	penˑmǎn
เป็นมัน	penˑman
เป็นโล้เป็นพาย	penˑlóoˑpenˑphaay
เป็นลม	penˑlom
เป็นเล่น	penˑlên
เป็นเลิศ	penˑlə̂ət
เป็นล่ำเป็นสัน	penˑlâmˑpenˑsǎn
เป็นลำดับ	penˑlamˑdàp
เป็นหลักประกัน	penˑlàkˑpràˑkan
เป็นหลัก	penˑlàk
เป็นลางร้าย	penˑlaaŋˑráay
เป็นกอบเป็นกำ	penˑkɔ̀ɔpˑpenˑkam
เป็นกอง	penˑkɔɔŋ
เป็นเกลียว	penˑkliaw
เป็นกลาง	penˑklaaŋ
เป็นกิจวัตร	penˑkìtˑcaˑwát
เป็นเกียรติ	penˑkìat
เป็นความลับ	penˑkhwaamˑláp
เป็นความ	penˑkhwaam
เป็นขุย	penˑkhǔy
เป็นคุ้งเป็นแคว	penˑkhúŋˑpenˑkhɛɛw
เป็นคุณ	penˑkhun
เป็นครั้งแรก	penˑkhráŋˑrɛ̂ɛk
เป็นครั้งเป็นคราว	penˑkhráŋˑpenˑkhraaw
เป็นครั้งคราว	penˑkhráŋˑkhraaw
เป็นคราวๆ	penˑkhraawˑkhraaw
เป็นไข้	penˑkhây
เป็นคดี	penˑkhaˑdii
เป็นกังวล	penˑkaŋˑwon
เป็นกันเอง	penˑkanˑeeŋ
เป็นกำลัง	penˑkamˑlaŋ
เป็นก่ายเป็นกอง	penˑkàayˑpenˑkɔɔŋ
เป็นการใหญ่	penˑkaanˑyày
เป็นการสมควร	penˑkaanˑsǒmˑkhuan
เป็นการเป็นงาน	penˑkaanˑpenˑŋaan
เป็นก้างขวางคอ	penˑkâaŋˑkhwǎaŋˑkhɔɔ
เป็นการชั่วคราว	penˑkaanˑchûaˑkhraaw
เป็นการ	penˑkaan
เป็นอิสระจาก	penˑìtˑsàˑráˑcàak
เป็นอิสระ	penˑìtˑsàˑrá
เป็นหูเป็นตา	penˑhǔuˑpenˑtaa
เป็นห่วง	penˑhùaŋ
เป็นเหตุให้	penˑhèetˑhây
เป๋ง	pěŋ
เป่ง	pèŋ
เป็นฟืนเป็นไฟ	penˑfʉʉnˑpenˑfay
เป็นฝั่งเป็นฝา	penˑfàŋˑpenˑfǎa
เป็นเอง	penˑeeŋ
เป็นเอกฉันท์	penˑèekˑkaˑchǎn
เป็นได้	penˑdây
เป็นจุณ	penˑcun
เป็นจริงเป็นจัง	penˑciŋˑpenˑcaŋ
เป็นจริง	penˑciŋ
เป็นชู้	penˑchúu
เป็นช่วงๆ	penˑchûaŋˑchûaŋ
เป็นช่วง	penˑchûaŋ
เป็นชิ้นเป็นอัน	penˑchínˑpenˑan
เป็นใจ	penˑcay
เป็นจังหวะ	penˑcaŋˑwà
เป็นเจ้าของ	penˑcâawˑkhɔ̌ɔŋ
เป็นบุญ	penˑbun
เป็นเบี้ยล่าง	penˑbîaˑlâaŋ
เป็นบ้าเป็นหลัง	penˑbâaˑpenˑlǎŋ
เป็นเบื้อ	penˑbʉ̂a
เป็นเบือ	penˑbʉa
เป็นเอามาก	penˑawˑmâak
เป็นอันว่า	penˑanˑwâa
เป็นอันตราย	penˑanˑtaˑraay
เป็นอันมาก	penˑanˑmâak
เป็นอันขาด	penˑanˑkhàat
เป็นอันดี	penˑanˑdii
เป็นอดีต	penˑaˑdìit
เป็นอาทิ	penˑaaˑthí
เป็นอาจิณ	penˑaaˑcin
เปิ่น	pə̀n
เป็น	pen
เป้อเย้อ	pə̂əˑyə́ə
เปิดตัว	pə̀ətˑtua
เปิดเทอม	pə̀ətˑthəəm
เปิดทาง	pə̀ətˑthaaŋ
เปิดศึก	pə̀ətˑsʉ̀k
แปดสิบ	pɛ̀ɛtˑsìp
เปิดสวิตช์	pə̀ətˑsaˑwít
แปดสาแหรก	pɛ̀ɛtˑsǎaˑrɛ̀ɛk
เปิดเรียน	pə̀ətˑrian
เปิดรับ	pə̀ətˑráp
เปิดร้าน	pə̀ətˑráan
เปิดโปง	pə̀ətˑpooŋ
เปิดเผย	pə̀ətˑphə̌əy
เปิดผนึก	pə̀ətˑphaˑnʉ́k
เปิดภาคเรียน	pə̀ətˑphâakˑrian
เปิดเปิง	pə̀ətˑpəəŋ
แปดเปื้อน	pɛ̀ɛtˑpʉ̂an
เปิดป้าย	pə̀ətˑpâay
เปิดปาก	pə̀ətˑpàak
เปิดโอกาส	pə̀ətˑooˑkàat
เปิดอก	pə̀ətˑòk
เปิดงาน	pə̀ətˑŋaan
เปิดหมวกลา	pə̀ətˑmùakˑlaa
เปิดหมวกให้	pə̀ətˑmùakˑhây
เปิดม่าน	pə̀ətˑmâan
เปิดโลก	pə̀ətˑlôok
แปดเหลี่ยม	pɛ̀ɛtˑlìam
เปิดกว้าง	pə̀ətˑkwâaŋ
เปิดกรุ	pə̀ətˑkrù
เปิดกล้อง	pə̀ətˑklɔ̂ŋ
เปิดกิจการ	pə̀ətˑkìtˑcaˑkaan
เปิดหูเปิดตา	pə̀ətˑhǔuˑpə̀ətˑtaa
เปิดหัวใจ	pə̀ətˑhǔaˑcay
เปิดไฟเขียว	pə̀ətˑfayˑkhǐaw
เปิดไฟ	pə̀ətˑfay
เปิดช่อง	pə̀ətˑchɔ̂ŋ
เปิดฉาก	pə̀ətˑchàak
เปิดใจกว้าง	pə̀ətˑcayˑkwâaŋ
เปิดใจ	pə̀ətˑcay
เปิดบัญชี	pə̀ətˑbanˑchii
เปตพลี	peeˑtaˑphaˑlii
แปด	pɛ̀ɛt
เปิด	pə̀ət
เปสุญวาท	peeˑsǔnˑyaˑwâat
แปซิฟิก	pɛɛˑsíˑfík
เปอร์เซีย	pəəˑsia
เปอร์เซ็นต์	pəəˑsen
เปรู	peeˑruu
เปิบข้าว	pə̀əpˑkhâaw
เปิบ	pə̀əp
แป้นพิมพ์	pɛ̂ɛnˑphim
แป้งญวน	pɛ̂ɛŋˑyuan
แป้งสด	pɛ̂ɛŋˑsòt
แป้งสิงคโปร์	pɛ̂ɛŋˑsǐŋˑkhaˑpoo
แป้งสาลี	pɛ̂ɛŋˑsǎaˑlii
แป้งร่ำ	pɛ̂ɛŋˑrâm
แป้งผัดหน้า	pɛ̂ɛŋˑphàtˑnâa
แป้งนวล	pɛ̂ɛŋˑnuan
แป้งหมี่	pɛ̂ɛŋˑmìi
แป้งมันสำปะหลัง	pɛ̂ɛŋˑmanˑsǎmˑpàˑlǎŋ
แป้งมัน	pɛ̂ɛŋˑman
แป้งเหล้า	pɛ̂ɛŋˑlâw
แป้งแข็ง	pɛ̂ɛŋˑkhɛ̌ŋ
แป้งข้าวโพด	pɛ̂ɛŋˑkhâawˑphôot
แป้งข้าวหมาก	pɛ̂ɛŋˑkhâawˑmàak
แป้งฝุ่น	pɛ̂ɛŋˑfùn
แป้งจี่	pɛ̂ɛŋˑcìi
แป้ง	pɛ̂ɛŋ
เป้ง	pêeŋ
แป้นอักษร	pɛ̂ɛnˑàkˑsɔ̌ɔn
แป้น	pɛ̂ɛn
เป๋อเหลอ	pə̌əˑlə̌ə
เป๊ก	péek
เป๋อ	pə̌ə
แป	pɛɛ
เป๋	pěe
เป้	pêe
แป๊ะเจี๊ยะ	pɛ́ˑcía
แปะ	pɛ̀
แป๊ะ	pɛ́
เป๊ะ	pé
เปื่อยยุ่ย	pʉ̀ayˑyûy
ไปทุ่ง	payˑthûŋ
ไปเที่ยว	payˑthîaw
ไปทางลัด	payˑthaaŋˑlát
ไปสู่สุขคติ	payˑsùuˑsùkˑkhaˑtì
ไปสวรรค์	payˑsaˑwǎn
ไปราชการ	payˑrâatˑchaˑkaan
ไปๆ มาๆ	pàyˑpàyˑmaaˑmaa
ไปนอก	payˑnɔ̂ɔk
ไปไหนไม่รอด	payˑnǎyˑmâyˑrɔ̂ɔt
เปื่อยเน่า	pʉ̀ayˑnâw
ไปมาหาสู่	payˑmaaˑhǎaˑsùu
ไปมา	payˑmaa
ไปกันได้	payˑkanˑdây
ไปให้พ้น	payˑhâyˑphón
ไปหา	payˑhǎa
เปื่อย	pʉ̀ay
ไป	pay
เป่าแตร	pàwˑtrɛɛ
เป้าประสงค์	pâwˑpràˑsǒŋ
เป่าปี่	pàwˑpìi
เป่าปาก	pàwˑpàak
เป่านกหวีด	pàwˑnókˑwìit
เป้านิ่ง	pâwˑnîŋ
เป้าหมาย	pâwˑmǎay
เป่ากบ	pàwˑkòp
เป่าขลุ่ย	pàwˑkhlùy
เป้ากางเกง	pâwˑkaaŋˑkeeŋ
เป่าหู	pàwˑhǔu
ปวารณา	paˑwaaˑraˑnaa
เป้า	pâw
เป่า	pàw
ปัดถู	pàtˑthǔu
ปัทโธ่	pàtˑthôo
ปัดโธ่	pàtˑthôo
ปัถพี	pàtˑthaˑphii
ปัตตานี	pàtˑtaaˑnii
ปัดสวะ	pàtˑsàˑwà
ปัสสาวะ	pàtˑsǎaˑwá
ปัดรังควาน	pàtˑraŋˑkhwaan
ปัดเป่า	pàtˑpàw
ปัดๆ	pàtˑpàt
ปัดกวาด	pàtˑkwàat
ปัดขา	pàtˑkhǎa
ปฏิยุทธ์	paˑtìˑyút
ปติยัต	paˑtìˑyát
ปฏิญาณ	paˑtìˑyaan
ปฏิเวธ	paˑtìˑwêet
ปฏิวัติ	paˑtìˑwát
ปฏิวาท	paˑtìˑwâat
ปฏิวาต	paˑtìˑwâat
ปฏิสนธิ	paˑtìtˑsǒnˑthí
ปะติดปะต่อ	pàˑtìtˑpàˑtɔ̀ɔ
ปฏิทินโหราศาสตร์	paˑtìˑthinˑhǒoˑraaˑsàat
ปฏิทิน	paˑtìˑthin
ปฏิเสธ	paˑtìˑsèet
ปฏิสันถาร	paˑtìˑsǎnˑthǎan
ปฏิสังขรณ์	paˑtìˑsǎŋˑkhɔ̌ɔn
ปฏิสัมพันธ์	paˑtìˑsǎmˑphan
ปฏิรูป	paˑtìˑrûup
ปฏิพัทธ์	paˑtìˑphát
ปฏิภาณโวหาร	paˑtìˑphaanˑwooˑhǎan
ปฏิภาณกวี	paˑtìˑphaanˑkaˑwii
ปฏิภาณ	paˑtìˑphaan
ปฏิภาค	paˑtìˑphâak
ปฏิพากย์	paˑtìˑphâak
ปฏิปทา	paˑtìˑpaˑthaa
ปฏิปักษ์	paˑtìˑpàk
ปฎิปักษ์	paˑtìˑpàk
ปฏิญญาสากลว่าด้วยสิทธิมนุษยชน	paˑtinˑyaaˑsǎaˑkonˑwâaˑdûayˑsìtˑthíˑmaˑnútˑsaˑyaˑchon
ปฏิญญา	paˑtinˑyaa
ปฏิมากร	paˑtìˑmaaˑkɔɔn
ปฏิมากรรม	paˑtìˑmaaˑkam
ปฏิมา	paˑtìˑmaa
ปฏิกูล	paˑtìˑkuun
ปฏิกรณ์ปรมาณู	paˑtìˑkɔɔnˑpɔ̀ɔˑraˑmaaˑnuu
ปฏิกรณ์	paˑtìˑkɔɔn
ปฏิกิริยาตอบโต้	paˑtìˑkìˑríˑyaaˑtɔ̀ɔpˑtôo
ปฏิกิริยาสะท้อน	pàˑtìˑkìˑríˑyaaˑsàˑthɔ́ɔn
